ins_addr,mnemonic,op_str,global_off,context
0x01d1,test,"byte ptr [0x5b68], 1",0x5b68,"0x01cb:call 0x1510 || 0x01ce:add sp, 2 || 0x01d1:test byte ptr [0x5b68], 1 || 0x01d6:je 0x1e1 || 0x01d8:push 0"
0x02e8,mov,"al, byte ptr [0x5b41]",0x5b41,"0x02e5:rep movsw word ptr es:[di], word ptr [si] || 0x02e7:pop ds || 0x02e8:mov al, byte ptr [0x5b41] || 0x02eb:mov ah, byte ptr [0x5b40] || 0x02ef:mov word ptr [0x5b40], ax"
0x02eb,mov,"ah, byte ptr [0x5b40]",0x5b40,"0x02e7:pop ds || 0x02e8:mov al, byte ptr [0x5b41] || 0x02eb:mov ah, byte ptr [0x5b40] || 0x02ef:mov word ptr [0x5b40], ax || 0x02f2:mov al, byte ptr [0x5b43]"
0x02ef,mov,"word ptr [0x5b40], ax",0x5b40,"0x02e8:mov al, byte ptr [0x5b41] || 0x02eb:mov ah, byte ptr [0x5b40] || 0x02ef:mov word ptr [0x5b40], ax || 0x02f2:mov al, byte ptr [0x5b43] || 0x02f5:mov ah, byte ptr [0x5b42]"
0x02f2,mov,"al, byte ptr [0x5b43]",0x5b43,"0x02eb:mov ah, byte ptr [0x5b40] || 0x02ef:mov word ptr [0x5b40], ax || 0x02f2:mov al, byte ptr [0x5b43] || 0x02f5:mov ah, byte ptr [0x5b42] || 0x02f9:mov word ptr [0x5b42], ax"
0x02f5,mov,"ah, byte ptr [0x5b42]",0x5b42,"0x02ef:mov word ptr [0x5b40], ax || 0x02f2:mov al, byte ptr [0x5b43] || 0x02f5:mov ah, byte ptr [0x5b42] || 0x02f9:mov word ptr [0x5b42], ax || 0x02fc:mov al, byte ptr [0x5b45]"
0x02f9,mov,"word ptr [0x5b42], ax",0x5b42,"0x02f2:mov al, byte ptr [0x5b43] || 0x02f5:mov ah, byte ptr [0x5b42] || 0x02f9:mov word ptr [0x5b42], ax || 0x02fc:mov al, byte ptr [0x5b45] || 0x02ff:mov ah, byte ptr [0x5b44]"
0x02fc,mov,"al, byte ptr [0x5b45]",0x5b45,"0x02f5:mov ah, byte ptr [0x5b42] || 0x02f9:mov word ptr [0x5b42], ax || 0x02fc:mov al, byte ptr [0x5b45] || 0x02ff:mov ah, byte ptr [0x5b44] || 0x0303:mov word ptr [0x5b44], ax"
0x02ff,mov,"ah, byte ptr [0x5b44]",0x5b44,"0x02f9:mov word ptr [0x5b42], ax || 0x02fc:mov al, byte ptr [0x5b45] || 0x02ff:mov ah, byte ptr [0x5b44] || 0x0303:mov word ptr [0x5b44], ax || 0x0306:mov ax, word ptr [0x5b4a]"
0x0303,mov,"word ptr [0x5b44], ax",0x5b44,"0x02fc:mov al, byte ptr [0x5b45] || 0x02ff:mov ah, byte ptr [0x5b44] || 0x0303:mov word ptr [0x5b44], ax || 0x0306:mov ax, word ptr [0x5b4a] || 0x0309:sub ah, ah"
0x0306,mov,"ax, word ptr [0x5b4a]",0x5b4a,"0x02ff:mov ah, byte ptr [0x5b44] || 0x0303:mov word ptr [0x5b44], ax || 0x0306:mov ax, word ptr [0x5b4a] || 0x0309:sub ah, ah || 0x030b:mov cx, ax"
0x030d,mov,"ax, word ptr [0x5b4a]",0x5b4a,"0x0309:sub ah, ah || 0x030b:mov cx, ax || 0x030d:mov ax, word ptr [0x5b4a] || 0x0310:mov dx, cx || 0x0312:mov al, ah"
0x0318,mov,"ch, byte ptr [0x5b49]",0x5b49,"0x0314:mov ah, dl || 0x0316:mov dl, dh || 0x0318:mov ch, byte ptr [0x5b49] || 0x031c:sub cl, cl || 0x031e:mov bx, ax"
0x0324,mov,"dx, word ptr [0x5b48]",0x5b48,"0x0320:mov si, dx || 0x0322:mov ax, cx || 0x0324:mov dx, word ptr [0x5b48] || 0x0328:mov dh, dl || 0x032a:mov dl, ah"
0x0332,mov,"word ptr [0x5b48], bx",0x5b48,"0x032e:or bx, ax || 0x0330:or si, dx || 0x0332:mov word ptr [0x5b48], bx || 0x0336:mov word ptr [0x5b4a], si || 0x033a:mov ax, word ptr [0x5b4e]"
0x0336,mov,"word ptr [0x5b4a], si",0x5b4a,"0x0330:or si, dx || 0x0332:mov word ptr [0x5b48], bx || 0x0336:mov word ptr [0x5b4a], si || 0x033a:mov ax, word ptr [0x5b4e] || 0x033d:and ah, cl"
0x033a,mov,"ax, word ptr [0x5b4e]",0x5b4e,"0x0332:mov word ptr [0x5b48], bx || 0x0336:mov word ptr [0x5b4a], si || 0x033a:mov ax, word ptr [0x5b4e] || 0x033d:and ah, cl || 0x033f:mov cx, ax"
0x0341,mov,"ax, word ptr [0x5b4e]",0x5b4e,"0x033d:and ah, cl || 0x033f:mov cx, ax || 0x0341:mov ax, word ptr [0x5b4e] || 0x0344:mov dx, cx || 0x0346:mov al, ah"
0x034e,mov,"ch, byte ptr [0x5b4d]",0x5b4d,"0x034a:mov dl, dh || 0x034c:sub dh, dh || 0x034e:mov ch, byte ptr [0x5b4d] || 0x0352:sub cl, cl || 0x0354:mov bx, ax"
0x035a,mov,"dx, word ptr [0x5b4c]",0x5b4c,"0x0356:mov si, dx || 0x0358:mov ax, cx || 0x035a:mov dx, word ptr [0x5b4c] || 0x035e:mov dh, dl || 0x0360:mov dl, ah"
0x0368,mov,"word ptr [0x5b4c], bx",0x5b4c,"0x0364:or bx, ax || 0x0366:or si, dx || 0x0368:mov word ptr [0x5b4c], bx || 0x036c:mov word ptr [0x5b4e], si || 0x0370:mov ax, word ptr [0x5b52]"
0x036c,mov,"word ptr [0x5b4e], si",0x5b4e,"0x0366:or si, dx || 0x0368:mov word ptr [0x5b4c], bx || 0x036c:mov word ptr [0x5b4e], si || 0x0370:mov ax, word ptr [0x5b52] || 0x0373:and ah, cl"
0x0370,mov,"ax, word ptr [0x5b52]",0x5b52,"0x0368:mov word ptr [0x5b4c], bx || 0x036c:mov word ptr [0x5b4e], si || 0x0370:mov ax, word ptr [0x5b52] || 0x0373:and ah, cl || 0x0375:mov cx, ax"
0x0377,mov,"ax, word ptr [0x5b52]",0x5b52,"0x0373:and ah, cl || 0x0375:mov cx, ax || 0x0377:mov ax, word ptr [0x5b52] || 0x037a:mov dx, cx || 0x037c:mov al, ah"
0x0384,mov,"ch, byte ptr [0x5b51]",0x5b51,"0x0380:mov dl, dh || 0x0382:sub dh, dh || 0x0384:mov ch, byte ptr [0x5b51] || 0x0388:sub cl, cl || 0x038a:mov bx, ax"
0x0390,mov,"dx, word ptr [0x5b50]",0x5b50,"0x038c:mov si, dx || 0x038e:mov ax, cx || 0x0390:mov dx, word ptr [0x5b50] || 0x0394:mov dh, dl || 0x0396:mov dl, ah"
0x039e,mov,"word ptr [0x5b50], bx",0x5b50,"0x039a:or bx, ax || 0x039c:or si, dx || 0x039e:mov word ptr [0x5b50], bx || 0x03a2:mov word ptr [0x5b52], si || 0x03a6:mov ax, word ptr [0x5b56]"
0x03a2,mov,"word ptr [0x5b52], si",0x5b52,"0x039c:or si, dx || 0x039e:mov word ptr [0x5b50], bx || 0x03a2:mov word ptr [0x5b52], si || 0x03a6:mov ax, word ptr [0x5b56] || 0x03a9:and ah, cl"
0x03a6,mov,"ax, word ptr [0x5b56]",0x5b56,"0x039e:mov word ptr [0x5b50], bx || 0x03a2:mov word ptr [0x5b52], si || 0x03a6:mov ax, word ptr [0x5b56] || 0x03a9:and ah, cl || 0x03ab:mov cx, ax"
0x03ad,mov,"ax, word ptr [0x5b56]",0x5b56,"0x03a9:and ah, cl || 0x03ab:mov cx, ax || 0x03ad:mov ax, word ptr [0x5b56] || 0x03b0:mov dx, cx || 0x03b2:mov al, ah"
0x03ba,mov,"ch, byte ptr [0x5b55]",0x5b55,"0x03b6:mov dl, dh || 0x03b8:sub dh, dh || 0x03ba:mov ch, byte ptr [0x5b55] || 0x03be:sub cl, cl || 0x03c0:mov bx, ax"
0x03c6,mov,"dx, word ptr [0x5b54]",0x5b54,"0x03c2:mov si, dx || 0x03c4:mov ax, cx || 0x03c6:mov dx, word ptr [0x5b54] || 0x03ca:mov dh, dl || 0x03cc:mov dl, ah"
0x03d4,mov,"word ptr [0x5b54], bx",0x5b54,"0x03d0:or bx, ax || 0x03d2:or si, dx || 0x03d4:mov word ptr [0x5b54], bx || 0x03d8:mov word ptr [0x5b56], si || 0x03dc:mov ax, word ptr [0x5b5a]"
0x03d8,mov,"word ptr [0x5b56], si",0x5b56,"0x03d2:or si, dx || 0x03d4:mov word ptr [0x5b54], bx || 0x03d8:mov word ptr [0x5b56], si || 0x03dc:mov ax, word ptr [0x5b5a] || 0x03df:and ah, cl"
0x03dc,mov,"ax, word ptr [0x5b5a]",0x5b5a,"0x03d4:mov word ptr [0x5b54], bx || 0x03d8:mov word ptr [0x5b56], si || 0x03dc:mov ax, word ptr [0x5b5a] || 0x03df:and ah, cl || 0x03e1:mov cx, ax"
0x03e3,mov,"ax, word ptr [0x5b5a]",0x5b5a,"0x03df:and ah, cl || 0x03e1:mov cx, ax || 0x03e3:mov ax, word ptr [0x5b5a] || 0x03e6:mov dx, cx || 0x03e8:mov al, ah"
0x03f0,mov,"ch, byte ptr [0x5b59]",0x5b59,"0x03ec:mov dl, dh || 0x03ee:sub dh, dh || 0x03f0:mov ch, byte ptr [0x5b59] || 0x03f4:sub cl, cl || 0x03f6:mov bx, ax"
0x03fc,mov,"dx, word ptr [0x5b58]",0x5b58,"0x03f8:mov si, dx || 0x03fa:mov ax, cx || 0x03fc:mov dx, word ptr [0x5b58] || 0x0400:mov dh, dl || 0x0402:mov dl, ah"
0x040a,mov,"word ptr [0x5b58], bx",0x5b58,"0x0406:or bx, ax || 0x0408:or si, dx || 0x040a:mov word ptr [0x5b58], bx || 0x040e:mov word ptr [0x5b5a], si || 0x0412:mov al, byte ptr [0x5b61]"
0x040e,mov,"word ptr [0x5b5a], si",0x5b5a,"0x0408:or si, dx || 0x040a:mov word ptr [0x5b58], bx || 0x040e:mov word ptr [0x5b5a], si || 0x0412:mov al, byte ptr [0x5b61] || 0x0415:mov ah, byte ptr [0x5b60]"
0x0412,mov,"al, byte ptr [0x5b61]",0x5b61,"0x040a:mov word ptr [0x5b58], bx || 0x040e:mov word ptr [0x5b5a], si || 0x0412:mov al, byte ptr [0x5b61] || 0x0415:mov ah, byte ptr [0x5b60] || 0x0419:mov word ptr [0x5b60], ax"
0x0415,mov,"ah, byte ptr [0x5b60]",0x5b60,"0x040e:mov word ptr [0x5b5a], si || 0x0412:mov al, byte ptr [0x5b61] || 0x0415:mov ah, byte ptr [0x5b60] || 0x0419:mov word ptr [0x5b60], ax || 0x041c:mov al, byte ptr [0x5b63]"
0x0419,mov,"word ptr [0x5b60], ax",0x5b60,"0x0412:mov al, byte ptr [0x5b61] || 0x0415:mov ah, byte ptr [0x5b60] || 0x0419:mov word ptr [0x5b60], ax || 0x041c:mov al, byte ptr [0x5b63] || 0x041f:mov ah, byte ptr [0x5b62]"
0x041c,mov,"al, byte ptr [0x5b63]",0x5b63,"0x0415:mov ah, byte ptr [0x5b60] || 0x0419:mov word ptr [0x5b60], ax || 0x041c:mov al, byte ptr [0x5b63] || 0x041f:mov ah, byte ptr [0x5b62] || 0x0423:mov word ptr [0x5b62], ax"
0x041f,mov,"ah, byte ptr [0x5b62]",0x5b62,"0x0419:mov word ptr [0x5b60], ax || 0x041c:mov al, byte ptr [0x5b63] || 0x041f:mov ah, byte ptr [0x5b62] || 0x0423:mov word ptr [0x5b62], ax || 0x0426:mov ax, word ptr [0x5b66]"
0x0423,mov,"word ptr [0x5b62], ax",0x5b62,"0x041c:mov al, byte ptr [0x5b63] || 0x041f:mov ah, byte ptr [0x5b62] || 0x0423:mov word ptr [0x5b62], ax || 0x0426:mov ax, word ptr [0x5b66] || 0x0429:and ah, cl"
0x0426,mov,"ax, word ptr [0x5b66]",0x5b66,"0x041f:mov ah, byte ptr [0x5b62] || 0x0423:mov word ptr [0x5b62], ax || 0x0426:mov ax, word ptr [0x5b66] || 0x0429:and ah, cl || 0x042b:mov cx, ax"
0x042d,mov,"ax, word ptr [0x5b66]",0x5b66,"0x0429:and ah, cl || 0x042b:mov cx, ax || 0x042d:mov ax, word ptr [0x5b66] || 0x0430:mov dx, cx || 0x0432:mov al, ah"
0x043a,mov,"ch, byte ptr [0x5b65]",0x5b65,"0x0436:mov dl, dh || 0x0438:sub dh, dh || 0x043a:mov ch, byte ptr [0x5b65] || 0x043e:sub cl, cl || 0x0440:mov bx, ax"
0x0446,mov,"dx, word ptr [0x5b64]",0x5b64,"0x0442:mov si, dx || 0x0444:mov ax, cx || 0x0446:mov dx, word ptr [0x5b64] || 0x044a:mov dh, dl || 0x044c:mov dl, ah"
0x0454,mov,"word ptr [0x5b64], bx",0x5b64,"0x0450:or bx, ax || 0x0452:or si, dx || 0x0454:mov word ptr [0x5b64], bx || 0x0458:mov word ptr [0x5b66], si || 0x045c:mov al, byte ptr [0x5b69]"
0x0458,mov,"word ptr [0x5b66], si",0x5b66,"0x0452:or si, dx || 0x0454:mov word ptr [0x5b64], bx || 0x0458:mov word ptr [0x5b66], si || 0x045c:mov al, byte ptr [0x5b69] || 0x045f:mov ah, byte ptr [0x5b68]"
0x045c,mov,"al, byte ptr [0x5b69]",0x5b69,"0x0454:mov word ptr [0x5b64], bx || 0x0458:mov word ptr [0x5b66], si || 0x045c:mov al, byte ptr [0x5b69] || 0x045f:mov ah, byte ptr [0x5b68] || 0x0463:mov word ptr [0x5b68], ax"
0x045f,mov,"ah, byte ptr [0x5b68]",0x5b68,"0x0458:mov word ptr [0x5b66], si || 0x045c:mov al, byte ptr [0x5b69] || 0x045f:mov ah, byte ptr [0x5b68] || 0x0463:mov word ptr [0x5b68], ax || 0x0466:mov ax, word ptr [0x5b6e]"
0x0463,mov,"word ptr [0x5b68], ax",0x5b68,"0x045c:mov al, byte ptr [0x5b69] || 0x045f:mov ah, byte ptr [0x5b68] || 0x0463:mov word ptr [0x5b68], ax || 0x0466:mov ax, word ptr [0x5b6e] || 0x0469:and ah, cl"
0x0466,mov,"ax, word ptr [0x5b6e]",0x5b6e,"0x045f:mov ah, byte ptr [0x5b68] || 0x0463:mov word ptr [0x5b68], ax || 0x0466:mov ax, word ptr [0x5b6e] || 0x0469:and ah, cl || 0x046b:mov cx, ax"
0x046d,mov,"ax, word ptr [0x5b6e]",0x5b6e,"0x0469:and ah, cl || 0x046b:mov cx, ax || 0x046d:mov ax, word ptr [0x5b6e] || 0x0470:mov dx, cx || 0x0472:mov al, ah"
0x047a,mov,"ch, byte ptr [0x5b6d]",0x5b6d,"0x0476:mov dl, dh || 0x0478:sub dh, dh || 0x047a:mov ch, byte ptr [0x5b6d] || 0x047e:sub cl, cl || 0x0480:mov bx, ax"
0x0486,mov,"dx, word ptr [0x5b6c]",0x5b6c,"0x0482:mov si, dx || 0x0484:mov ax, cx || 0x0486:mov dx, word ptr [0x5b6c] || 0x048a:mov dh, dl || 0x048c:mov dl, ah"
0x0494,mov,"word ptr [0x5b6c], bx",0x5b6c,"0x0490:or bx, ax || 0x0492:or si, dx || 0x0494:mov word ptr [0x5b6c], bx || 0x0498:mov word ptr [0x5b6e], si || 0x049c:mov ax, word ptr [0x5b72]"
0x0498,mov,"word ptr [0x5b6e], si",0x5b6e,"0x0492:or si, dx || 0x0494:mov word ptr [0x5b6c], bx || 0x0498:mov word ptr [0x5b6e], si || 0x049c:mov ax, word ptr [0x5b72] || 0x049f:and ah, cl"
0x049c,mov,"ax, word ptr [0x5b72]",0x5b72,"0x0494:mov word ptr [0x5b6c], bx || 0x0498:mov word ptr [0x5b6e], si || 0x049c:mov ax, word ptr [0x5b72] || 0x049f:and ah, cl || 0x04a1:mov cx, ax"
0x04a3,mov,"ax, word ptr [0x5b72]",0x5b72,"0x049f:and ah, cl || 0x04a1:mov cx, ax || 0x04a3:mov ax, word ptr [0x5b72] || 0x04a6:mov dx, cx || 0x04a8:mov al, ah"
0x04b0,mov,"ch, byte ptr [0x5b71]",0x5b71,"0x04ac:mov dl, dh || 0x04ae:sub dh, dh || 0x04b0:mov ch, byte ptr [0x5b71] || 0x04b4:sub cl, cl || 0x04b6:mov bx, ax"
0x04bc,mov,"dx, word ptr [0x5b70]",0x5b70,"0x04b8:mov si, dx || 0x04ba:mov ax, cx || 0x04bc:mov dx, word ptr [0x5b70] || 0x04c0:mov dh, dl || 0x04c2:mov dl, ah"
0x04ca,mov,"word ptr [0x5b70], bx",0x5b70,"0x04c6:or bx, ax || 0x04c8:or si, dx || 0x04ca:mov word ptr [0x5b70], bx || 0x04ce:mov word ptr [0x5b72], si || 0x04d2:mov al, byte ptr [0x5b75]"
0x04ce,mov,"word ptr [0x5b72], si",0x5b72,"0x04c8:or si, dx || 0x04ca:mov word ptr [0x5b70], bx || 0x04ce:mov word ptr [0x5b72], si || 0x04d2:mov al, byte ptr [0x5b75] || 0x04d5:mov ah, byte ptr [0x5b74]"
0x04d2,mov,"al, byte ptr [0x5b75]",0x5b75,"0x04ca:mov word ptr [0x5b70], bx || 0x04ce:mov word ptr [0x5b72], si || 0x04d2:mov al, byte ptr [0x5b75] || 0x04d5:mov ah, byte ptr [0x5b74] || 0x04d9:mov word ptr [0x5b74], ax"
0x04d5,mov,"ah, byte ptr [0x5b74]",0x5b74,"0x04ce:mov word ptr [0x5b72], si || 0x04d2:mov al, byte ptr [0x5b75] || 0x04d5:mov ah, byte ptr [0x5b74] || 0x04d9:mov word ptr [0x5b74], ax || 0x04dc:mov al, byte ptr [0x5b77]"
0x04d9,mov,"word ptr [0x5b74], ax",0x5b74,"0x04d2:mov al, byte ptr [0x5b75] || 0x04d5:mov ah, byte ptr [0x5b74] || 0x04d9:mov word ptr [0x5b74], ax || 0x04dc:mov al, byte ptr [0x5b77] || 0x04df:mov ah, byte ptr [0x5b76]"
0x04dc,mov,"al, byte ptr [0x5b77]",0x5b77,"0x04d5:mov ah, byte ptr [0x5b74] || 0x04d9:mov word ptr [0x5b74], ax || 0x04dc:mov al, byte ptr [0x5b77] || 0x04df:mov ah, byte ptr [0x5b76] || 0x04e3:mov word ptr [0x5b76], ax"
0x04df,mov,"ah, byte ptr [0x5b76]",0x5b76,"0x04d9:mov word ptr [0x5b74], ax || 0x04dc:mov al, byte ptr [0x5b77] || 0x04df:mov ah, byte ptr [0x5b76] || 0x04e3:mov word ptr [0x5b76], ax || 0x04e6:mov al, byte ptr [0x5b79]"
0x04e3,mov,"word ptr [0x5b76], ax",0x5b76,"0x04dc:mov al, byte ptr [0x5b77] || 0x04df:mov ah, byte ptr [0x5b76] || 0x04e3:mov word ptr [0x5b76], ax || 0x04e6:mov al, byte ptr [0x5b79] || 0x04e9:mov ah, byte ptr [0x5b78]"
0x04e6,mov,"al, byte ptr [0x5b79]",0x5b79,"0x04df:mov ah, byte ptr [0x5b76] || 0x04e3:mov word ptr [0x5b76], ax || 0x04e6:mov al, byte ptr [0x5b79] || 0x04e9:mov ah, byte ptr [0x5b78] || 0x04ed:mov word ptr [0x5b78], ax"
0x04e9,mov,"ah, byte ptr [0x5b78]",0x5b78,"0x04e3:mov word ptr [0x5b76], ax || 0x04e6:mov al, byte ptr [0x5b79] || 0x04e9:mov ah, byte ptr [0x5b78] || 0x04ed:mov word ptr [0x5b78], ax || 0x04f0:mov al, byte ptr [0x5b7b]"
0x04ed,mov,"word ptr [0x5b78], ax",0x5b78,"0x04e6:mov al, byte ptr [0x5b79] || 0x04e9:mov ah, byte ptr [0x5b78] || 0x04ed:mov word ptr [0x5b78], ax || 0x04f0:mov al, byte ptr [0x5b7b] || 0x04f3:mov ah, byte ptr [0x5b7a]"
0x04f0,mov,"al, byte ptr [0x5b7b]",0x5b7b,"0x04e9:mov ah, byte ptr [0x5b78] || 0x04ed:mov word ptr [0x5b78], ax || 0x04f0:mov al, byte ptr [0x5b7b] || 0x04f3:mov ah, byte ptr [0x5b7a] || 0x04f7:mov word ptr [0x5b7a], ax"
